lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
278,2112828167,1,455649480,0,1,0,1,1,1,2,-3.375,-0.5,0.125,0,1,1,1
279,2041473381,1,921686355,1,1,1,1,1,0,2.125,3.875,1.875,0.125,1,1,1,1
280,2838617672,0,1209979878,0,0,0,0,0,1,0.25,-3.125,0.875,0.125,0,1,1,1
281,811568788,0,1213596956,1,0,1,0,0,1,-0.25,1.125,1.625,0.125,1,1,1,1
282,1112774797,0,1647934829,0,1,0,1,0,1,2.625,2.125,1.25,0.125,0,1,1,1
283,1698047230,0,795198872,1,1,1,1,0,1,1.125,2.125,0.5,0.125,1,1,1,1
284,2876378317,1,1683242770,0,0,0,0,1,1,-3.875,2.5,0,0.125,0,1,1,1
285,954062463,1,3446678981,1,0,1,0,1,1,-1.625,0.5,-1.375,0.125,1,1,1,1
286,4025487853,1,638260239,0,1,0,1,1,1,-2.625,-3,-1.625,0.125,0,1,1,1
287,2639803536,1,3372660945,1,1,1,1,1,1,-3.375,1.25,0.125,0.125,1,1,1,1
288,4249545618,0,1251561481,0,0,0,0,0,1,-1.5,-0.5,-0.25,0.125,0,1,1,1
289,654101948,0,1431905123,1,0,1,0,0,1,2.25,0.375,0.5,0.125,1,1,1,1
290,1755244876,0,3223924764,0,1,0,1,0,1,0,0,1.375,0.125,0,1,1,1
291,485700979,0,3973331646,1,1,1,1,0,1,0,1,-0.875,0.125,1,1,1,1
292,1707906226,1,4169682980,0,0,0,0,1,1,-1,0,0.125,0.125,0,1,1,1
293,638179107,1,574931349,1,0,1,0,1,1,3.75,-3.625,0.75,0.125,1,1,1,1
294,2677808497,1,576241599,0,1,0,1,1,1,0.375,-1.125,-1,0.125,0,1,1,1
295,2630289800,1,1616814982,1,1,1,1,1,1,3.5,1.75,-1.375,0.125,1,0,1,1
296,1185510643,0,1194181789,0,0,0,0,0,1,2.5,-0.125,-1.375,0.125,0,1,0,1
297,227444496,0,306398113,1,0,1,0,0,1,-2.5,3.5,0.375,0.125,1,1,1,0
298,3864395298,0,2766406452,0,1,0,1,0,1,-2.625,2.75,0,0,0,1,1,1
299,1088157519,0,3125816357,1,1,1,1,0,1,-3.25,1.875,-0.625,0.125,1,1,1,1
300,747901009,1,1715077244,0,0,0,0,1,1,-0.25,3.375,-1.625,0.125,0,1,1,1
301,864533009,1,2616482477,1,0,1,0,1,1,-0.875,-3.75,-1.25,0.125,1,1,1,1
302,1900783971,1,8215201,0,1,0,1,1,1,0.5,-2.125,0.5,0.125,0,1,1,1
303,1815087366,1,3114689996,1,1,1,1,1,1,2.25,2.125,0,0.125,1,1,1,1
304,1655001218,0,2528426882,0,0,0,0,0,1,-0.125,-1.375,-0.25,0.125,0,1,1,1
305,3731534557,0,776685708,1,0,1,0,0,1,-1.875,-3.5,1,0.125,1,1,1,1
306,1217124134,0,1411222199,0,1,0,1,0,1,0.125,2.25,-0.875,0.125,0,1,1,1
307,2946743047,0,3474564484,1,1,1,1,0,1,0.375,-3,0.125,0.125,1,1,1,1
308,473708254,1,4288780542,0,0,0,0,1,1,1,-1.875,-1.5,0.125,0,1,1,1
309,4265778419,1,2818144903,1,0,1,0,1,1,0.75,-0.125,0.25,0.125,1,1,1,1
310,3289632220,1,2728230249,0,1,0,1,1,0,2,2,-0.125,0.125,0,1,1,1
311,3748950398,1,3501609790,1,1,1,1,1,1,-2.75,-2,-1.5,0.125,1,1,1,1
312,885843461,0,618997665,0,0,0,0,0,1,1.875,-1,-1.625,0.125,0,1,1,1
313,3824960983,0,2394751038,1,0,1,0,0,1,3.5,-0.75,0.125,0.125,1,1,1,1
314,1145644197,0,4008634187,0,1,0,1,0,1,-1.125,-1.125,1.875,0.125,0,1,1,1
315,2368462816,0,2193944039,1,1,1,1,0,1,0.125,2.5,-0.125,0.125,1,1,1,1
316,95300643,1,1548004244,0,0,0,0,1,1,-3.25,3.625,-1.75,0.125,0,1,1,1
317,1767087432,1,225772855,1,0,1,0,1,1,-3.625,2.625,0.5,0.125,1,1,1,1
318,3756579535,1,1748488701,0,1,0,1,1,1,0,0,-0.875,0.125,0,1,1,1
319,12321622,1,2059316583,1,1,1,1,1,1,0,0,-1,0.125,1,1,1,1
320,1369452086,0,2990731648,0,0,0,0,0,1,0,1,-0.625,0.125,0,1,1,1
321,2860216788,0,826016261,1,0,1,0,0,1,-1,0,1.375,0.125,1,1,1,1
322,927505322,0,4214752697,0,1,0,1,0,1,-1.75,0.875,-1.125,0.125,0,1,1,1
323,1356185778,0,447112746,1,1,1,1,0,1,1.125,-2.875,0.75,0.125,1,1,1,1
324,757416979,1,4137286035,0,0,0,0,1,1,3.375,-2,1.125,0.125,0,1,1,1
325,904945549,1,3574397060,1,0,1,0,1,1,0.625,3,0.875,0.125,1,1,1,1
326,1970276552,1,1764431268,0,1,0,1,1,1,-2.75,-1.625,-0.875,0.125,0,1,1,1
327,1786899384,1,2349731292,1,1,1,1,1,1,2.5,-2,-0.875,0.125,1,1,1,1
328,352416229,0,1458229641,0,0,0,0,0,1,2,2.875,-1.125,0.125,0,1,1,1
329,1788505475,0,3171636911,1,0,1,0,0,1,-2.125,-0.75,-1,0.125,1,1,1,1
330,3910557803,0,1127673932,0,1,0,1,0,1,1.625,-1.25,0.375,0.125,0,1,1,1
331,365286359,0,3136802469,1,1,1,1,0,1,-3.875,-1.5,-1.375,0.125,1,1,1,1
332,1166693147,1,3399232746,0,0,0,0,1,1,0.875,-3.25,0.875,0.125,0,1,1,1
333,1568845098,1,63431056,1,0,1,0,1,1,-1.5,0.25,-1.875,0.125,1,1,1,1
334,1798425252,1,3651206796,0,1,0,1,1,1,2.25,-0.375,-0.25,0.125,0,1,1,1
335,3859112534,1,2159534875,1,1,1,1,1,1,1.625,-3.625,0.875,0.125,1,1,1,1
336,3492734083,0,2513245064,0,0,0,0,0,1,3.625,1.125,1.875,0.125,0,1,1,1
337,1675924519,0,1229712201,1,0,1,0,0,1,-3.75,2.75,1,0.125,1,1,1,1
338,1529604362,0,3782893123,0,1,0,1,0,1,2.75,1.125,-1.5,0.125,0,1,1,1
339,1639878445,0,1432023761,1,1,1,1,0,1,0,2.375,-0.875,0.125,1,1,1,1
340,1697476859,1,2185707040,0,0,0,0,1,1,1.375,-2.5,-0.625,0.125,0,1,1,1
341,1303088384,1,222543089,1,0,1,0,1,0,-0.625,-1.125,-0.75,0.125,1,1,1,1
342,2317041778,1,3837476412,0,1,0,1,1,1,-1.125,-3.25,-1.375,0.125,0,1,1,1
343,3504626161,1,4095833005,1,1,1,1,1,1,1,-0.25,1.25,0.125,1,1,1,1
344,2060907039,0,145016304,0,0,0,0,0,1,-1.5,-2.375,1.75,0.125,0,1,1,1
345,230656234,0,2446411555,1,0,1,0,0,1,2.875,-0.25,-0.5,0.125,1,1,1,1
346,3196446525,0,730771579,0,1,0,1,0,1,-1.75,-1.625,0.75,0.125,0,1,1,1
347,3418853060,0,1001549593,1,1,1,1,0,1,-2,-2.625,0.125,0.125,1,1,1,1
348,3251779595,1,573595950,0,0,0,0,1,1,0,0,0.375,0.125,0,1,1,1
349,4280408391,1,1724691867,1,0,1,0,1,1,0,1,-0.625,0.125,1,1,1,1
350,1321048961,1,2751091067,0,1,0,1,1,1,-1,0,-0.125,0.125,0,1,1,1
351,3337573833,1,3653569330,1,1,1,1,1,1,-3.625,-2.75,-1.625,0.125,1,1,1,1
352,3406338394,0,2683629179,0,0,0,0,0,1,0.375,-0.25,1.5,0.125,0,1,1,1
353,2697177833,0,892767869,1,0,1,0,0,1,2.375,-3.375,-0.75,0.125,1,1,1,1
354,3616470596,0,3238312690,0,1,0,1,0,1,-2.875,-3.875,-0.75,0.125,0,1,1,1
355,1496066532,0,2580973084,1,1,1,1,0,1,1.125,0.125,0.625,0.125,1,1,1,1
356,3175521655,1,4052103562,0,0,0,0,1,1,1.5,-3.75,0.375,0.125,0,1,1,1
357,2529342668,1,2961294126,1,0,1,0,1,1,-0.25,-1.25,0.875,0.125,1,1,1,1
358,2213340398,1,42442004,0,1,0,1,1,1,2.5,-0.125,1.5,0.125,0,1,1,1
359,4073097891,1,1532935612,1,1,1,1,1,1,2.25,2.625,-0.75,0.125,1,1,1,1
360,3268548261,0,868733558,0,0,0,0,0,1,-3.25,0.875,-0.625,0.125,0,1,1,1
361,2120973891,0,2567384042,1,0,1,0,0,1,1.375,1.25,-0.25,0.125,1,1,1,1
362,2391692095,0,2889172353,0,1,0,1,0,1,1,3.375,1.75,0.125,0,1,1,1
363,3992884927,0,3474200143,1,1,1,1,0,1,-3.875,0.25,-1,0.125,1,1,1,1
364,2461219634,1,401324421,0,0,0,0,1,1,2,-1.625,-0.625,0.125,0,1,1,1
365,3994696835,1,732173738,1,0,1,0,1,1,-0.25,1,0.25,0.125,1,1,1,1
366,959696348,1,170803390,0,1,0,1,1,1,1.375,2.25,-0.5,0.125,0,1,1,1
367,1599626350,1,280537276,1,1,1,1,1,1,0.75,0.75,1.375,0.125,1,1,1,1
368,3296453030,0,3708250107,0,0,0,0,0,1,-0.75,-2.875,0.125,0.125,0,1,1,1
369,2158223183,0,699562417,1,0,1,0,0,1,1.75,-1.75,-0.75,0.125,1,1,1,1
370,1775595299,0,1734665933,0,1,0,1,0,1,3.75,-1.5,1.25,0.125,0,1,1,1
371,1867320392,0,3088634153,1,1,1,1,0,1,1.875,2.625,1,0.125,1,1,1,1
372,3897366778,1,244043761,0,0,0,0,1,0,3.625,-0.375,1.125,0.125,0,1,1,1
373,1275769622,1,61123480,1,0,1,0,1,1,-0.5,3.25,-0.75,0.125,1,1,1,1
374,1087240153,1,196787949,0,1,0,1,1,1,2.875,-1.25,-1.25,0.125,0,1,1,1
375,1682711940,1,3848740549,1,1,1,1,1,1,0.5,-0.375,0.25,0.125,1,1,1,1
376,767091410,0,3219323775,0,0,0,0,0,1,-1.5,0.375,-1.375,0.125,0,1,1,1
377,3219072426,0,1047656477,1,0,1,0,0,1,0,0,0.125,0.125,1,1,1,1
378,2211699697,0,977739922,0,1,0,1,0,1,0,1,-1.125,0.125,0,1,1,1
379,2372486132,0,976036902,1,1,1,1,0,1,-1,0,-1.75,0.125,1,1,1,1
380,4249229466,1,1902045965,0,0,0,0,1,1,0.375,-2.25,1.5,0.125,0,1,1,1
381,1964156281,1,2263977659,1,0,1,0,1,1,-0.875,-3.25,-1,0.125,1,1,1,1
382,818531218,1,974242939,0,1,0,1,1,1,-2,0.875,-1.875,0.125,0,1,1,1
383,3074978586,1,2744397114,1,1,1,1,1,1,1,3.875,-0.875,0.125,1,1,1,1
384,3412081873,0,3833168183,0,0,0,0,0,1,-2.125,-3.5,0.125,0.125,0,1,1,1
385,700150796,0,1134191363,1,0,1,0,0,1,-1.875,-0.5,1,0.125,1,1,1,1
386,3025267957,0,830995141,0,1,0,1,0,1,-2.625,2.5,-0.625,0.125,0,1,1,1
387,4172454773,0,65273401,1,1,1,1,0,1,-2.75,0.375,-1.125,0.125,1,1,1,1
388,2896382480,1,4099677238,0,0,0,0,1,1,0.125,-2.5,1.75,0.125,0,1,1,1
389,3422438482,1,889436426,1,0,1,0,1,1,-2.125,-1.25,0.5,0.125,1,1,1,1
390,1929143903,1,3978273659,0,1,0,1,1,1,-1.625,-1.25,-1,0.125,0,1,1,1
391,1664317653,1,1736232759,1,1,1,1,1,1,-2.125,1,-1.75,0.125,1,1,1,1
392,990802772,0,3553806911,0,0,0,0,0,1,3.5,0.625,0.5,0.125,0,0,1,1
393,2035379472,0,3200813654,1,0,1,0,0,1,2.375,-3.375,1.75,0.125,1,1,0,1
394,2949894456,0,86368375,0,1,0,1,0,1,0.375,-2.625,1.875,0.125,0,1,1,0
395,1724295709,0,3480335285,1,1,1,1,0,1,-2.25,0.125,-1.375,0,1,1,1,1
396,3341128649,1,3503967172,0,0,0,0,1,1,-2.375,2.625,-0.875,0.125,0,1,1,1
397,2176080846,1,1112503300,1,0,1,0,1,1,3.375,-0.625,-1.25,0.125,1,1,1,1
398,1845955701,1,4155716662,0,1,0,1,1,1,-3.25,2.25,1.125,0.125,0,1,1,1
399,3748549891,1,4201242049,1,1,1,1,1,1,-2.125,-2.625,-0.75,0.125,1,1,1,1
400,2200997917,0,641297078,0,0,0,0,0,1,-1.75,0.25,0.625,0.125,0,1,1,1
401,850064069,0,1518778936,1,0,1,0,0,1,-0.125,2.75,1.375,0.125,1,1,1,1
402,1319087920,0,3553629156,0,1,0,1,0,1,2.75,-0.25,0.125,0.125,0,1,1,1
403,644039468,0,3400278082,1,1,1,1,0,0,-0.5,-3.75,-0.75,0.125,1,1,1,1
404,2724201720,1,333694534,0,0,0,0,1,1,-3,-2.25,-0.25,0.125,0,1,1,1
405,3921923291,1,859026038,1,0,1,0,1,1,-3.875,2.25,-1.375,0.125,1,1,1,1
406,2915982964,1,1814698075,0,1,0,1,1,1,0,0,0.875,0.125,0,1,1,1
407,342695472,1,2384402230,1,1,1,1,1,1,0,1,-1.5,0.125,1,1,1,1
408,1867181866,0,2794481309,0,0,0,0,0,1,-1,0,-1.75,0.125,0,1,1,1
409,1417061628,0,84965918,1,0,1,0,0,1,-1.875,-2,-1.875,0.125,1,1,1,1
410,381494563,0,488826885,0,1,0,1,0,1,0.625,-3.75,-0.375,0.125,0,1,1,1
411,4218810639,0,4212418642,1,1,1,1,0,1,-0.375,-3.125,0.875,0.125,1,1,1,1
412,1288524342,1,210197972,0,0,0,0,1,1,-1,1.875,0.5,0.125,0,1,1,1
413,56599804,1,635245538,1,0,1,0,1,1,-1.25,0.25,0.875,0.125,1,1,1,1
414,4107060514,1,3739538189,0,1,0,1,1,1,0.125,-1.5,1.5,0.125,0,1,1,1
415,1747973119,1,4095115969,1,1,1,1,1,1,-2.625,-1.625,-1.5,0.125,1,1,1,1
416,3418809265,0,2883909738,0,0,0,0,0,1,3.25,3,1.875,0.125,0,1,1,1
417,2200631644,0,4079515827,1,0,1,0,0,1,-1.875,1.875,-1.25,0.125,1,1,1,1
418,4068637910,0,360257994,0,1,0,1,0,1,3.125,0.25,1,0.125,0,1,1,1
419,832604384,0,4239224508,1,1,1,1,0,1,3.75,1.25,-0.25,0.125,1,1,1,1
420,2556363631,1,2411425831,0,0,0,0,1,1,0.375,-2.875,-1.5,0.125,0,1,1,1
421,2370633746,1,2861933788,1,0,1,0,1,1,2,1.875,0,0.125,1,1,1,1
422,281943318,1,813448478,0,1,0,1,1,1,3.625,0.25,0.25,0.125,0,1,1,1
423,1083014719,1,265972063,1,1,1,1,1,1,-1.375,2.625,-0.75,0.125,1,1,1,1
424,4239507567,0,269450441,0,0,0,0,0,1,0.5,0.625,-0.875,0.125,0,1,1,1
425,2556152717,0,755377635,1,0,1,0,0,1,1,-0.375,1,0.125,1,1,1,1
426,2505724599,0,4103941861,0,1,0,1,0,1,-3.25,-1.375,-1.875,0.125,0,1,1,1
427,3914049131,0,1894998076,1,1,1,1,0,1,0.125,-0.375,0.375,0.125,1,1,1,1
428,1858279225,1,360455041,0,0,0,0,1,1,-3.625,0.5,-0.25,0.125,0,1,1,1
429,1359770498,1,3627958793,1,0,1,0,1,1,3.125,-2.75,0,0.125,1,1,1,1
430,4009982752,1,293000916,0,1,0,1,1,1,-0.125,-0.75,1,0.125,0,1,1,1
431,4035807152,1,4017044517,1,1,1,1,1,1,-2.375,2.875,-1.375,0.125,1,1,1,1
432,3439373804,0,4077032249,0,0,0,0,0,1,-2.75,-1,-0.25,0.125,0,1,1,1
433,868270658,0,768876775,1,0,1,0,0,1,-1.625,-0.375,-0.75,0.125,1,1,1,1
434,2025921884,0,3936530303,0,1,0,1,0,0,1.75,3.375,0.875,0.125,0,1,1,1
435,3035380202,0,2031285496,1,1,1,1,0,1,0,0,1.125,0.125,1,1,1,1
436,890931382,1,3491539919,0,0,0,0,1,1,0,1,-1,0.125,0,1,1,1
437,3026814942,1,2197215582,1,0,1,0,1,1,-1,0,0.125,0.125,1,1,1,1
438,3015100974,1,4252873594,0,1,0,1,1,1,-0.375,2.125,-0.5,0.125,0,1,1,1
439,3798004674,1,718476043,1,1,1,1,1,1,-3.375,-3.625,-0.5,0.125,1,1,1,1
440,1801530457,0,270186591,0,0,0,0,0,1,-1,-1.5,-1.625,0.125,0,1,1,1
441,3307161060,0,2117548917,1,0,1,0,0,1,0.75,-3,-0.75,0.125,1,1,1,1
442,4188302056,0,3788851590,0,1,0,1,0,1,2,3.375,-1,0.125,0,1,1,1
443,1106665127,0,2905113269,1,1,1,1,0,1,-0.5,-2.375,0.875,0.125,1,1,1,1
444,4043654390,1,3317000095,0,0,0,0,1,1,3.875,-0.75,-0.875,0.125,0,1,1,1
445,2708405090,1,2433239300,1,0,1,0,1,1,-2.5,-2,-0.875,0.125,1,1,1,1
446,616351506,1,191786559,0,1,0,1,1,1,0.375,-1.75,-1.625,0.125,0,1,1,1
447,431190881,1,2929575046,1,1,1,1,1,1,2.75,-2.25,0.875,0.125,1,1,1,1
448,3662424541,0,2942733361,0,0,0,0,0,1,1.875,-0.625,-0.25,0.125,0,1,1,1
449,463210146,0,1770106930,1,0,1,0,0,1,-2.375,3.75,1.5,0.125,1,1,1,1
450,3726006998,0,2552199928,0,1,0,1,0,1,1.125,-3.75,0.25,0.125,0,1,1,1
451,1437069215,0,4237989575,1,1,1,1,0,1,-0.125,2.25,1.75,0.125,1,1,1,1
452,1600212140,1,145522500,0,0,0,0,1,1,3,3.125,-0.375,0.125,0,1,1,1
453,1604734991,1,3015481186,1,0,1,0,1,1,-1.375,-2.75,-1.75,0.125,1,1,1,1
454,3601190027,1,1095724762,0,1,0,1,1,1,-1,0.25,-1.25,0.125,0,1,1,1
455,3719326838,1,4138412062,1,1,1,1,1,1,2,0.5,1.5,0.125,1,1,1,1
456,66522131,0,2656147496,0,0,0,0,0,1,2.25,-2.5,-1.25,0.125,0,1,1,1
457,2175998963,0,975176657,1,0,1,0,0,1,-2.875,-3.25,-0.375,0.125,1,1,1,1
458,1792564243,0,1221002002,0,1,0,1,0,1,-0.5,1,0.875,0.125,0,1,1,1
459,3851959201,0,1899651282,1,1,1,1,0,1,0.375,-3.25,0.125,0.125,1,1,1,1
460,1360337443,1,1396698337,0,0,0,0,1,1,-1.25,0.875,-1.625,0.125,0,1,1,1
461,3312461095,1,2209130306,1,0,1,0,1,1,-2,0.375,1,0.125,1,1,1,1
462,2481518523,1,2772050545,0,1,0,1,1,1,0.25,-0.375,0.75,0.125,0,1,1,1
463,2848739313,1,3907559368,1,1,1,1,1,1,1.5,-2.75,1.25,0.125,1,1,1,1
464,2472092810,0,1961867251,0,0,0,0,0,1,0,0,1.75,0.125,0,1,1,1
465,3863877377,0,1983909344,1,0,1,0,0,0,0,1,-0.75,0.125,1,1,1,1
466,1427734028,0,878415200,0,1,0,1,0,1,-1,0,1.625,0.125,0,1,1,1
467,2830983736,0,321243788,1,1,1,1,0,1,3.25,-0.5,1.625,0.125,1,1,1,1
468,3180254323,1,2733657014,0,0,0,0,1,1,0,-0.125,-0.25,0.125,0,1,1,1
469,3210249987,1,1562635983,1,0,1,0,1,1,-1,0.25,-1.875,0.125,1,1,1,1
470,3560957579,1,2803144976,0,1,0,1,1,1,2.25,-0.25,1,0.125,0,1,1,1
471,1845066012,1,1071435902,1,1,1,1,1,1,-0.75,3,1.75,0.125,1,1,1,1
472,3423466194,0,2464701888,0,0,0,0,0,1,1.875,0.5,-0.75,0.125,0,1,1,1
473,517309927,0,2681781424,1,0,1,0,0,1,3.375,2.25,-1.5,0.125,1,1,1,1
474,574034990,0,1738737447,0,1,0,1,0,1,2.875,3.5,0.875,0.125,0,1,1,1
475,9886434,0,2758691472,1,1,1,1,0,1,-2.75,2.5,0.875,0.125,1,1,1,1
476,3808196327,1,439750683,0,0,0,0,1,1,-3.5,-1.75,-1.125,0.125,0,1,1,1
477,2465979913,1,2621862878,1,0,1,0,1,1,2.625,-0.125,0.5,0.125,1,1,1,1
478,1167967832,1,1573253511,0,1,0,1,1,1,-2.625,2.5,1.25,0.125,0,1,1,1
479,1484418214,1,3328906428,1,1,1,1,1,1,1,-3.5,0.625,0.125,1,1,1,1
480,576128387,0,3244376914,0,0,0,0,0,1,0.625,-0.875,-1.5,0.125,0,1,1,1
481,3674863141,0,2855551855,1,0,1,0,0,1,-2.75,-0.875,0,0.125,1,1,1,1
482,4172933997,0,3839462122,0,1,0,1,0,1,3.5,2.125,-1.625,0.125,0,1,1,1
483,1443299727,0,2662494516,1,1,1,1,0,1,-3.125,0,1.875,0.125,1,1,1,1
484,2817398441,1,106689325,0,0,0,0,1,1,2.5,-3.875,-1,0.125,0,1,1,1
485,2276200456,1,1955806920,1,0,1,0,1,1,-0.75,2.25,0.75,0.125,1,1,1,1
486,3900676040,1,4192203288,0,1,0,1,1,1,2,-1.75,1,0.125,0,1,1,1
487,3462117002,1,591897731,1,1,1,1,1,1,3.25,1.875,-0.25,0.125,1,1,1,1
488,1644082510,0,1410737369,0,0,0,0,0,1,-1.25,-3.625,-1.125,0.125,0,1,1,1
489,2201512926,0,252676285,1,0,1,0,0,1,0.375,-2.25,1,0.125,1,0,1,1
490,3556872549,0,346414276,0,1,0,1,0,1,-1.25,1.75,-1.25,0.125,0,1,0,1
491,3798279675,0,714182220,1,1,1,1,0,1,-2.75,3.75,-1.5,0.125,1,1,1,0
492,2530345281,1,1212831415,0,0,0,0,1,1,-0.625,3.25,-1,0,0,1,1,1
493,3680402011,1,1687630964,1,0,1,0,1,1,0,0,-1.5,0.125,1,1,1,1
494,1116961873,1,3256088870,0,1,0,1,1,1,0,1,0.75,0.125,0,1,1,1
495,2730602745,1,1908965626,1,1,1,1,1,1,-1,0,0.875,0.125,1,1,1,1
496,3411584034,0,2009436646,0,0,0,0,0,0,-3.125,2.25,-1.5,0.125,0,1,1,1
497,1977253587,0,1572216105,1,0,1,0,0,1,2.125,-0.75,-0.5,0.125,1,1,1,1
498,2501686389,0,3357924233,0,1,0,1,0,1,-0.75,1.75,1.5,0.125,0,1,1,1
499,477608256,0,3525365488,1,1,1,1,0,1,3.375,-0.5,0.5,0.125,1,1,1,1
500,1578163278,1,603845342,0,0,0,0,1,1,0.875,3.875,-0.125,0.125,0,1,1,1
501,1708017700,1,3642693926,1,0,1,0,1,1,2.75,1.625,-1.375,0.125,1,1,1,1
502,1217276600,1,338992328,0,1,0,1,1,1,-0.875,-0.25,1.625,0.125,0,1,1,1
503,4242238893,1,298517375,1,1,1,1,1,1,-2.75,3,-1.625,0.125,1,1,1,1
504,1592804216,0,2767268456,0,0,0,0,0,1,-3.125,2.625,1,0.125,0,1,1,1
505,3424518662,0,362230098,1,0,1,0,0,1,-2,0.25,-0.125,0.125,1,1,1,1
506,3695060048,0,2356577359,0,1,0,1,0,1,-0.75,-2.75,-1.5,0.125,0,1,1,1
507,2929895835,0,2398390619,1,1,1,1,0,1,-2,-2.25,-0.125,0.125,1,1,1,1
508,2652066018,1,339093097,0,0,0,0,1,1,-0.125,3,-1.25,0.125,0,1,1,1
509,129184324,1,1794564304,1,0,1,0,1,1,3.5,-0.875,0.875,0.125,1,1,1,1
510,1017179472,1,2252703759,0,1,0,1,1,1,-3.875,3.25,0.125,0.125,0,1,1,1
511,2162477279,1,1068166942,1,1,1,1,1,1,-2.125,-0.75,-0.25,0.125,1,1,1,1
512,3115514159,0,2959499983,0,0,0,0,0,1,-1.75,-3.375,-1.375,0.125,0,1,1,1
513,1805834122,0,3340189445,1,0,1,0,0,1,-0.75,1.25,0.875,0.125,1,1,1,1
514,3450660425,0,919221736,0,1,0,1,0,1,-2.875,0.375,-1.75,0.125,0,1,1,1
515,3038079038,0,2835171648,1,1,1,1,0,1,2.125,-1.625,1.375,0.125,1,1,1,1
516,1732106319,1,1707651203,0,0,0,0,1,1,1.625,-2.125,0.125,0.125,0,1,1,1
517,3861141230,1,656080577,1,0,1,0,1,1,0.875,3.5,0,0.125,1,1,1,1
518,1211013152,1,1085503554,0,1,0,1,1,1,-3.625,-2.25,-1.5,0.125,0,1,1,1
519,3463474670,1,2126549512,1,1,1,1,1,1,-3.625,3.375,0.875,0.125,1,1,1,1
520,506433727,0,3276385924,0,0,0,0,0,1,-2.125,-0.375,1.125,0.125,0,1,1,1
521,2321191087,0,4290923276,1,0,1,0,0,1,1.875,-0.75,1.25,0.125,1,1,1,1
522,2692441940,0,3067903666,0,1,0,1,0,1,0,0,0.125,0.125,0,1,1,1
523,108318587,0,1904916556,1,1,1,1,0,1,0,1,-1.125,0.125,1,1,1,1
524,1253298485,1,3918817208,0,0,0,0,1,1,-1,0,-1,0.125,0,1,1,1
525,1748954918,1,2805571186,1,0,1,0,1,1,0.625,-3.375,-1.625,0.125,1,1,1,1
526,2444037043,1,2008948041,0,1,0,1,1,1,-2,2,-1,0.125,0,1,1,1
527,3092765790,1,129880632,1,1,1,1,1,0,-2,-3.75,-1.25,0.125,1,1,1,1
528,1810999433,0,3933310801,0,0,0,0,0,1,2.375,-2.75,1.5,0.125,0,1,1,1
529,2449759978,0,1848584163,1,0,1,0,0,1,1.375,-3.75,-1.625,0.125,1,1,1,1
530,184398418,0,1723925305,0,1,0,1,0,1,-1.5,0.625,0.25,0.125,0,1,1,1
531,634381139,0,513958,1,1,1,1,0,1,-1.125,0.75,0.125,0.125,1,1,1,1
532,4228243831,1,256438701,0,0,0,0,1,1,-0.125,0,-0.625,0.125,0,1,1,1
533,1920350455,1,2114617384,1,0,1,0,1,1,2.25,-0.375,0.25,0.125,1,1,1,1
534,3318623202,1,1695499796,0,1,0,1,1,1,1.625,-2.125,1.5,0.125,0,1,1,1
535,4114559435,1,2846043852,1,1,1,1,1,1,-0.5,-2.625,1.375,0.125,1,1,1,1
536,147386852,0,1343271838,0,0,0,0,0,1,2.25,-3.875,-1.5,0.125,0,1,1,1
537,1736423840,0,3350195079,1,0,1,0,0,1,-0.5,-3.5,-0.375,0.125,1,1,1,1
538,3518798762,0,2220487350,0,1,0,1,0,1,1.375,2.125,1,0.125,0,1,1,1
539,639195678,0,3883940032,1,1,1,1,0,1,-2.875,-1.625,1.375,0.125,1,1,1,1
540,3800360855,1,3977658751,0,0,0,0,1,1,-1.25,-1.125,0.625,0.125,0,1,1,1
541,1865850177,1,2721690040,1,0,1,0,1,1,0.625,-1.625,-1.25,0.125,1,1,1,1
542,3875261422,1,3414745018,0,1,0,1,1,1,-1.125,-3.875,1.75,0.125,0,1,1,1
543,1982185649,1,4263705668,1,1,1,1,1,1,2.875,3.875,1.5,0.125,1,1,1,1
544,4138096800,0,3682913541,0,0,0,0,0,1,3.125,1.25,-0.375,0.125,0,1,1,1
545,1452610686,0,3071544812,1,0,1,0,0,1,-0.5,-0.5,0.25,0.125,1,1,1,1
546,3009546982,0,3143265777,0,1,0,1,0,1,1.5,3.875,0.75,0.125,0,1,1,1
547,2526280222,0,2479006794,1,1,1,1,0,1,-0.875,-2,-1,0.125,1,1,1,1
548,106816393,1,499884616,0,0,0,0,1,1,3.625,-2,0.25,0.125,0,1,1,1
549,2991832455,1,1462817515,1,0,1,0,1,1,3.25,3.25,0.625,0.125,1,1,1,1
550,1121350257,1,928829860,0,1,0,1,1,1,1.5,-1.5,-1.5,0.125,0,1,1,1
551,1410780307,1,229919800,1,1,1,1,1,1,0,0,-1.375,0.125,1,1,1,1
552,412650995,0,76909910,0,0,0,0,0,1,0,1,-0.375,0.125,0,1,1,1
553,3971660325,0,3944203369,1,0,1,0,0,1,-1,0,0.875,0.125,1,1,1,1
554,129209740,0,2994234007,0,1,0,1,0,1,1.375,2,-0.75,0.125,0,1,1,1
555,4030323509,0,247946619,1,1,1,1,0,1,-2.5,-2.25,1.25,0.125,1,1,1,1
556,592570242,1,460612264,0,0,0,0,1,1,2.25,-2,-1.625,0.125,0,1,1,1
